Facility_Name,Address,Violation_Description,Grade,Longitude,Latitude
Halal Meat & Produce Market,3101 Telegraph Ave,Food obtained from approved source,G,-122.26693469,37.82005441
Phnom Penh House,3912 Macarthur Blvd,Food contact surfaces: clean and sanitized,G,-122.19776689,37.79101839
Maria's Market & Deli,7229 International Blvd,Food storage food storage containers identified,G,-122.18814673,37.75968962
Strizzi's Restaurant,2740 Mowry Ave,Equipment/Utensils - approved installed clean g,G,-121.98154754,37.55453185
Delicious Curry House Inc,1437 Franklin St,Adequate handwashing facilities supplied & accessi,G,-122.26975554,37.80423306
Subway #644,40555 Grimmer Blvd,Premises personal/cleaning items vermin-proofing,G,-121.96599665,37.5358561
Cana Cuban Parlor & Cafe,532 Lake Park Ave,Proper cooling methods,G,-122.24654305,37.81044356
The Halal Guys,5338 Curie St,Hot and cold water available,G,-121.96948395,37.50277778
Schilling Elementary School,36901 Spruce St,Equipment/Utensils - approved installed clean g,G,-122.04609985,37.52822605
U.s. Dessert,388 9th St 159,Demonstration of knowledge food manager certifica,G,-122.27145836,37.80016491
Home Of Chicken And Waffles,444 Embarcadero West,Food storage food storage containers identified,G,-122.25402297,37.78808064
Mexico Lindo,6690 Koll Center Pkwy,Food separated and protected,G,-121.89905941,37.65838244
Lucky Two,1901 103rd Ave,Food storage food storage containers identified,G,-122.16233797,37.74249121
Arise High School,3301 E 12th St 205,Adequate handwashing facilities supplied & accessi,G,-122.22468174,37.77566982
Kelly's Deli,4000 Alameda Ave,Equipment/Utensils - approved installed clean g,G,-122.22454277,37.76817915
Walgreens #15330,5809 Foothill Blvd,Food separated and protected,G,-122.19235518,37.771918299999996
T & T Seafood #2,4104 Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.1967587,37.78953522
Ambrose Butchery,37683 Niles Blvd,"Toxic substances properly identified, stored, used",G,-121.97708933,37.57647877
Tolin's Liquors,7101 International Blvd,Adequate handwashing facilities supplied & accessi,G,-122.18873256,37.75996365
Macarthur 98 Cents Plus Store,9801 Macarthur Blvd,Food storage food storage containers identified,G,-122.15804552,37.74861579
Good News Cafe,155 17th St,"Equipment, utensils and linens: storage and use",G,-122.26285666,37.80437811
Nation's Giant Hamburger,5321 Hopyard Rd #k,Signs posted last inspection report available,G,-121.90378494,37.69959051
Ichi Box,43725 Boscell Rd,"Equipment, utensils and linens: storage and use",G,-121.98430802,37.51023753
Coco Cabana,4500 Tassajara Rd C,"No rodents, insects, birds, or animals",G,-121.87211847,37.70682119
85â°c Bakery Cafe,43368 Boscell Rd,Proper hot and cold holding temperatures,G,-121.97568011,37.50321829999999
Azevada,39450 Royal Palm Dr,Proper hot and cold holding temperatures,G,-121.99340899,37.53162997
Coloso Coffee,917 Washington St,Signs posted last inspection report available,G,-122.27499425,37.80073629
El Caminito Mexican Restaurant,1175 Catalina Dr,Proper cooling methods,G,-121.78072409999999,37.66292118
Mulligans,4280 Greenville Rd,"Toxic substances properly identified, stored, used",G,-121.69666315,37.66780769
La Guatamelteca,3276 Int'l Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.22466903,37.77737101
Round Table Pizza #060,40831 Fremont Blvd,"No rodents, insects, birds, or animals",R,-121.96189718,37.53443239
Coffee Mill,3363 Grand Ave,Food contact surfaces: clean and sanitized,G,-122.24642996,37.81386983
Aramark-santa Rita Jail,5325 Broder Blvd,Equipment/Utensils - approved installed clean g,G,-121.89099778,37.71600518
Walgreen's #02660,41400 Blacow Rd,"No rodents, insects, birds, or animals",G,-121.97047583,37.52311511
Mai Banh Mi,6601 Telegraph Ave,"Equipment, utensils and linens: storage and use",G,-122.26025734,37.85224169
Primrose Bakery,350 Main St D,"Equipment, utensils and linens: storage and use",G,-121.87647809,37.65932649
Millard Elementary,5200 Valpey Park Dr,Plumbing proper backflow devices,G,-121.97393357,37.52011218
St Mary's Center,925 Brockhurst St,Nonfood-contact surfaces clean,G,-122.27647767,37.82341054
Crooked City Cider,206 Broadway,Nonfood-contact surfaces clean,G,-122.27585195,37.79628421
Jax Liquors,502 Foothill Blvd,Adequate handwashing facilities supplied & accessi,G,-122.25167879,37.79711954
98 Gas,1141 98th Ave,Adequate handwashing facilities supplied & accessi,G,-122.17602688,37.74177629
Layalina Restaurant,3109 Telegraph Ave,Equipment/Utensils - approved installed clean g,G,-122.26722642,37.82020112
The Color Of Fresh,7087 Commerce Cir F,Proper hot and cold holding temperatures,G,-121.91909793,37.69758591
Rita's Italian Ice Cream,39006 Paseo Padre Pkwy,Adequate handwashing facilities supplied & accessi,G,-121.98117104,37.55364038
Oakland Ice Center,518 18th St,Nonfood-contact surfaces clean,G,-122.24964593,37.7982755
Peet's Coffee #259,4100 Redwood Rd 20 B,Adequate handwashing facilities supplied & accessi,G,-122.18264384,37.79826484
Extreme Pizza,15 Grand Ave,Equipment/Utensils - approved installed clean g,G,-122.26563079,37.81142075
Sugarsweet Cookie+ Cake Studio,5855 Macarthur Blvd,Demonstration of knowledge food manager certifica,G,-122.18497525,37.77543654
1/4 Lb Giant Burger,8026 International Blvd,Garbage and refuse properly disposed facilities m,G,-122.18076583,37.75622041
Gus Fried Chicken,1430 Broadway Ave,Food properly labeled & honestly presented,G,-122.27094331,37.80462678
Lodestar Lighthouse Community Public Schools,701 105th Ave,Demonstration of knowledge food manager certifica,G,-122.17849184,37.73428817
El Cerrito Taqueria,887 Airway Blvd,Proper hot and cold holding temperatures,G,-121.7873429,37.6977605
Y'all Come Back Saloon,5321 Hopyard Rd #c,Signs posted last inspection report available,G,-121.90300887,37.69695817
Burger King,2074 Newpark Mall,"No rodents, insects, birds, or animals",G,-122.0013358,37.52835299
Tao Yuen Pastry,816 Franklin St,Wiping cloths: properly used and stored,G,-122.27242377,37.79986271
Walgreen's #1625,5055 Telegraph Ave,"Equipment, utensils and linens: storage and use",G,-122.26246364,37.83689886
Buckhorn Grill,2245 Stoneridge Mall Rd,Adequate ventilation and lighting designated area,G,-121.92785402,37.69465369
Brotzeit Lokal,1000 Embarcadero Cv,"No rodents, insects, birds, or animals",R,-122.25429604,37.78799052
Lucky Stop Market,9965 Macarthur Blvd,Adequate handwashing facilities supplied & accessi,G,-122.15652448,37.74592857
Livermore Grocery Outlet,1320 Railroad Ave,"No rodents, insects, birds, or animals",G,-121.77986976,37.68084347
7-eleven Food Store #16267,190 Washington Blvd,"No rodents, insects, birds, or animals",G,-121.92216951,37.53312074
Togo's Eatery,4325 N First St,"Equipment, utensils and linens: storage and use",G,-121.74324466,37.69707436
Paradise Park Cafe,6334 San Pablo Ave,Equipment/Utensils - approved installed clean g,G,-122.28465412,37.84683333
Express Gas & Food Mart,2951 High St,Nonfood-contact surfaces clean,G,-122.20173072,37.78379647
Tandoori Pizza,4060 Grafton St,Adequate handwashing facilities supplied & accessi,G,-121.8656274,37.7041045
Total Wine And More,43484 Boscell Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.97507392,37.50310693
Golden Gate Petroleum,1107 5th St,Plumbing proper backflow devices,G,-122.28747792,37.80225953
North Beach Deli Cafe,300 Lakeside Dr 122,"Equipment, utensils and linens: storage and use",G,-122.26303299,37.80899591
Open Heart Kitchen,4743 East Ave,"Equipment, utensils and linens: storage and use",G,-121.73862996,37.67988344
Long Pat Market,716 Franklin St,Signs posted last inspection report available,G,-122.27285079,37.79917285
Happy Lemon,2701 Stoneridge Dr 101,Signs posted last inspection report available,G,-121.84976729,37.69558347
Oakland Coliseum West #222 Ste Pantry #2,7000 Coliseum Way,Signs posted last inspection report available,G,-122.20141371,37.7501469
New Ying Kee Noodle,387 9th St,"Equipment, utensils and linens: storage and use",G,-122.27182666,37.80007069
Mcnally's Irish Pub,5352 College Ave,Premises personal/cleaning items vermin-proofing,G,-122.25131042,37.83884247
Sr Citizens Ctr Vet Mem Bldg,200 Grand Ave,Food contact surfaces: clean and sanitized,G,-122.26168429999998,37.81082573
Garlex Pizza,4301 Valley Ave #a,Equipment/Utensils - approved installed clean g,G,-121.87622014,37.67668587
A & R Market,3615 Foothill Blvd,Adequate handwashing facilities supplied & accessi,G,-122.21872664,37.78048477
Bret Harte School Cafe,3700 Coolidge Ave,Adequate handwashing facilities supplied & accessi,G,-122.20687971,37.800309399999996
Baskin Robbins Ice Cream,3850 Mowry Ave,Nonfood-contact surfaces clean,G,-121.98739492,37.54978735
See's Candies,3151 Mowry Ave,Plan Review,G,-121.98443531,37.554323100000005
Dublin Ranch Golf Course (kitchen),5900 Signal Hill Dr,Proper hot and cold holding temperatures,G,-121.8568931,37.72584857
Reina's Restaurant,9102 International Blvd,"No rodents, insects, birds, or animals",G,-122.17399452,37.74912062
Sbc Liquors,40645 Fremont Blvd #2,Food properly labeled & honestly presented,G,-121.96337967,37.53526113
Starbucks Coffee #641,4333 First St,Plumbing proper backflow devices,G,-121.74317188,37.69709839
Aspire Triumph Technology Academy,3200 62nd Ave,Adequate ventilation and lighting designated area,G,-122.18320990000002,37.77379033
El Gusano,1015 Clay St,Proper hot and cold holding temperatures,G,-122.27521748,37.80272814
Johnny's Pub,5810 Jarvis Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.04836891,37.55156784
Panera Bread #1711,4685 First St,Hot and cold water available,G,-121.74168222,37.69917309
Filippo's,5400 College Ave,"Proper eating, tasting, drinking or tobacco use",G,-122.25132702,37.83936691
Star Anise Thai Cuisine,2470 First St 108,Food contact surfaces: clean and sanitized,G,-121.767197,37.68313476
Sidhu Liquor & Grocery,3896 Walnut Ave,Equipment/Utensils - approved installed clean g,G,-121.98179873,37.54617272
Lena's Soul Food Restaurant,6403 Foothill Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.18452122,37.77048738
Peets Coffee & Tea,3258 Lakeshore Ave,Equipment/Utensils - approved installed clean g,G,-122.24445829999999,37.81032951
Wendy's #22,207 S Vasco Rd,Hot and cold water available,G,-121.72143902,37.70333621
Oakland Coliseum West #229 - Sausage Cart,7000 Coliseum Way,Adequate handwashing facilities supplied & accessi,G,-122.20141371,37.7501469
Quick Food & Gas,3810 Broadway,"Toilet facilities: properly constructed, supplied,",G,-122.2572271,37.82602013
North Shore Poke Co.,6786 Bernal Ave #820,Wiping cloths: properly used and stored,G,-121.89829501,37.65795472
Khorasan Market,38731 Fremont Blvd,Wiping cloths: properly used and stored,G,-121.99116531,37.550064299999995
California Market,1546 35th Ave,Adequate handwashing facilities supplied & accessi,G,-122.22142491,37.77850658
The Riata Diner And Tavern,190 S J St,Proper hot and cold holding temperatures,G,-121.76787157,37.67972497
Vegan Donut Gelato,411 E 18th St B,Nonfood-contact surfaces clean,G,-122.25086731,37.7990006
La Farine Bakery,4094 Piedmont Ave,Thermometers provided and accurate,G,-122.25252479999999,37.8262886
Bagel Street Cafe,6762 Bernal Ave #610,Adequate ventilation and lighting designated area,G,-121.89773493,37.65816822
Grimmer Elementary School,43030 Newport Dr,Hot and cold water available,G,-121.95063165,37.52039281
Chaat Bhavan,5355 Mowry Ave,Food storage food storage containers identified,G,-122.00096039,37.53317639
Tasty Bowl,205 E 18th St,"Floors, walls and ceilings: built, maintained, and",G,-122.25358592,37.80024777
Taqueria Limon,39494 Fremont Blvd,"Equipment, utensils and linens: storage and use",G,-121.98031599999999,37.54563012
Z Cafe & Bar,2735 Broadway,Food contact surfaces: clean and sanitized,G,-122.26401171,37.81586423
Q-tea Monster,39181 Cedar Blvd,Nonfood-contact surfaces clean,G,-122.00571023,37.52293549
Taqueria Azteca,7155 Amador Plaza Rd #e,"Floors, walls and ceilings: built, maintained, and",G,-121.92902294,37.70704158
La Hacienda Food Center,36601 Newark Blvd 72,"Warewashing facilities: installed, maintained, use",G,-122.03492698,37.53963091
Gnc Kk#5094,4058 Piedmont Ave,"Toilet facilities: properly constructed, supplied,",G,-122.25261096,37.826242
Target Store #t-0828,4300 Las Positas Rd,"Toxic substances properly identified, stored, used",G,-121.74739489,37.70065035
East Bay Cafe Gate 23,1 Airport Dr,Proper hot and cold holding temperatures,G,-122.20120923,37.72287609
Simply Pizza,4930 Dublin Blvd 860,"Warewashing facilities: installed, maintained, use",G,-121.88524174,37.70617141
Lucky Chef Chen,3542 International Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.22238122,37.77598157
Domino's Pizza,3170 Santa Rita Rd A-1,Plumbing proper backflow devices,G,-121.87706583,37.69123406
Domino's,314 Broadway,Equipment/Utensils - approved installed clean g,G,-122.27532843,37.79683433
Wing Cheong Shing Co. Inc.,46292 Warm Springs Blvd 654,"Equipment, utensils and linens: storage and use",G,-121.93091318,37.49248511
Wetzel's Pretzels,2774 Livermore Outlets Dr 3298,Hands clean and properly washed gloves used prope,G,-121.84197252,37.69701435
Shell Station Food Mart,6005 Jarvis Ave,Plan Review,G,-122.05004076,37.55028175
Daily Bagel Cafe,40061 Mission Blvd,"Equipment, utensils and linens: storage and use",G,-121.95130977,37.55566845
Mcdonald's,3990 Decoto Rd,Hot and cold water available,G,-122.03215684,37.57120579
All Green Produce,4095 Foothill Blvd,Equipment/Utensils - approved installed clean g,G,-122.21429223,37.77687073
Menchie's Frozen Yogurt,5030 Mowry Ave,Nonfood-contact surfaces clean,G,-121.99943965,37.53505894
Queen Of Sheba Market,2286 35th Ave,Premises personal/cleaning items vermin-proofing,G,-122.21455014,37.78552948
3 Seasons Thai Bistro,1506 Leimert Blvd,Food properly labeled & honestly presented,G,-122.2096491,37.81173364
Cafe Crush,3943 Piedmont Ave,"Toilet facilities: properly constructed, supplied,",G,-122.25391831,37.8252916
Swans Market Common Area,907 Washington St,Plumbing proper backflow devices,G,-122.27500998,37.80071108
Carniceria Y Fruiteria El Valle,1527 International Blvd,Nonfood-contact surfaces clean,G,-122.24428476,37.78838263
Fremont Multi Purpose Center,40086 Paseo Padre Pkwy,"Warewashing facilities: installed, maintained, use",G,-121.96662350000001,37.54638653
Namaste Pizza,5942 San Pablo Ave,"No rodents, insects, birds, or animals",G,-122.28332947,37.84288159
Building Blocks/maya Angelou Academy,3695 High St,Nonfood-contact surfaces clean,G,-122.19353227,37.78907784
Dublin Liquor & Wine,4562 Dublin Blvd,Signs posted last inspection report available,G,-121.88179422,37.70603086
Roses In Concrete Community School,4551 Steele,Premises personal/cleaning items vermin-proofing,G,-122.18769422,37.78729417
Lazeeza,10 Hegenberger Rd #a,"Food in good condition, safe and unadulterated",Y,-122.20059826,37.72748043
Burger King,4341 N First St,Equipment/Utensils - approved installed clean g,G,-121.74292274,37.69751976
James And The Giant Cupcake Llc,465 2nd St,Equipment/Utensils - approved installed clean g,G,-122.27674795,37.7961912
La Calaca Loca (taqueria),5199 Telegraph Ave,Demonstration of knowledge food manager certifica,G,-122.26267345,37.83768998
Walmart #2161,4501 Rosewood Dr,"Equipment, utensils and linens: storage and use",G,-121.88747638,37.69818778
Peters Kettle Corn,4139 Macarthur Blvd,"Warewashing facilities: installed, maintained, use",G,-122.19657454,37.78889848
Cvs Pharmacy # 3024,7201 Regional St,Garbage and refuse properly disposed facilities m,G,-121.93311147,37.70527914
Lucia Espresso,5225 Shattuck Ave #b,"Food in good condition, safe and unadulterated",G,-122.26422575,37.83802862
